type;word;trash;polarity
weak;simplified;"adj stemmed1=n";positive
weak;simplify;"verb stemmed1=y";positive
strong;simplistic;"adj stemmed1=n";negative
strong;simplistic;"noun stemmed1=n";negative
strong;simplistically;"anypos stemmed1=n";negative
weak;simply;"anypos stemmed1=y";neutral
strong;sin;"adj stemmed1=n";negative
strong;sin;"noun stemmed1=n";negative
strong;sinful;"adj stemmed1=n";negative
strong;sinfully;"adverb stemmed1=n";negative
strong;sincere;"adj stemmed1=n";positive
strong;sincerely;"anypos stemmed1=n";positive
weak;sincerity;"adj stemmed1=n";positive
weak;sincerity;"noun stemmed1=n";positive
strong;sinister;"adj stemmed1=n";negative
strong;sinisterly;"anypos stemmed1=n";negative
weak;sinking;"adj stemmed1=n";negative
weak;sinking;"noun stemmed1=n";negative
strong;skeletons;"adj stemmed1=n";negative
strong;skeletons;"noun stemmed1=n";negative
strong;skeptical;"adj stemmed1=n";negative
strong;skeptical;"noun stemmed1=n";negative
strong;skeptically;"anypos stemmed1=n";negative
strong;skepticism;"adj stemmed1=n";negative
strong;skepticism;"noun stemmed1=n";negative
weak;sketchy;"adj stemmed1=n";negative
weak;skill;"noun stemmed1=n";positive
weak;skilled;"adj stemmed1=n";positive
strong;skillful;"adj stemmed1=n";positive
strong;skillful;"noun stemmed1=n";positive
strong;skillfully;"adverb stemmed1=n";positive
weak;skimpy;"adj stemmed1=n";negative
strong;skittish;"adj stemmed1=n";negative
strong;skittish;"anypos stemmed1=y";negative
strong;skittishly;"anypos stemmed1=n";negative
strong;skulk;"verb stemmed1=y";negative
weak;skyrocketing;"adj stemmed1=n";negative
weak;slack;"adj stemmed1=n";negative
strong;slander;"noun stemmed1=n";negative
strong;slander;"verb stemmed1=y";negative
strong;slanderer;"noun stemmed1=n";negative
strong;slanderous;"adj stemmed1=n";negative
strong;slanderously;"anypos stemmed1=n";negative
strong;slanders;"adj stemmed1=n";negative
strong;slanders;"noun stemmed1=n";negative
strong;slap;"verb stemmed1=y";negative
strong;slashing;"adj stemmed1=n";negative
strong;slashing;"noun stemmed1=n";negative
weak;slaughter;"adj stemmed1=n";negative
weak;slaughter;"noun stemmed1=n";negative
weak;slaughter;"verb stemmed1=y";negative
weak;slaughtered;"adj stemmed1=n";negative
strong;slaves;"adj stemmed1=n";negative
strong;slaves;"noun stemmed1=n";negative
strong;sleazy;"adj stemmed1=n";negative
weak;sleek;"adj stemmed1=n";positive
weak;sleepy;"adj stemmed1=n";neutral
weak;slender;"adj stemmed1=n";positive
weak;slight;"adj stemmed1=n";negative
weak;slight;"noun stemmed1=n";negative
weak;slight;"verb stemmed1=y";negative
weak;slightly;"adverb stemmed1=n";negative
weak;slim;"adj stemmed1=n";positive
weak;slim;"noun stemmed1=n";positive
strong;slime;"noun stemmed1=n";negative
strong;sloppy;"adj stemmed1=n";negative
strong;sloppily;"adverb stemmed1=n";negative
strong;sloth;"noun stemmed1=n";negative
strong;slothful;"adj stemmed1=n";negative
weak;slow;"adj stemmed1=n";negative
weak;slowly;"adverb stemmed1=n";negative
weak;slow-moving;"adj stemmed1=n";negative
weak;slug;"noun stemmed1=n";negative
weak;sluggish;"adj stemmed1=n";negative
weak;slump;"adj stemmed1=n";negative
weak;slump;"noun stemmed1=n";negative
strong;slur;"noun stemmed1=n";negative
strong;sly;"adj stemmed1=n";negative
strong;smack;"adj stemmed1=n";negative
strong;smack;"noun stemmed1=n";negative
strong;smart;"adj stemmed1=n";positive
strong;smart;"verb stemmed1=y";positive
strong;smarter;"adj stemmed1=n";positive
strong;smartest;"anypos stemmed1=n";positive
strong;smartly;"anypos stemmed1=n";positive
weak;smash;"noun stemmed1=n";negative
weak;smash;"verb stemmed1=y";negative
weak;smear;"verb stemmed1=y";negative
weak;smelling;"anypos stemmed1=y";negative
strong;smile;"noun stemmed1=n";positive
strong;smile;"verb stemmed1=y";positive
strong;smiling;"adj stemmed1=n";positive
strong;smilingly;"adverb stemmed1=n";positive
strong;smitten;"verb stemmed1=y";positive
strong;smokescreen;"adj stemmed1=n";negative
strong;smokescreen;"noun stemmed1=n";negative
strong;smolder;"verb stemmed1=y";negative
strong;smoldering;"adj stemmed1=n";negative
weak;smooth;"adj stemmed1=n";positive
strong;smother;"verb stemmed1=y";negative
strong;smoulder;"verb stemmed1=y";negative
strong;smouldering;"anypos stemmed1=n";negative
strong;smug;"adj stemmed1=n";negative
strong;smugly;"adverb stemmed1=n";negative
strong;smut;"noun stemmed1=n";negative
strong;smuttier;"adj stemmed1=n";negative
strong;smuttiest;"adj stemmed1=n";negative
strong;smutty;"adj stemmed1=n";negative
weak;snare;"noun stemmed1=n";negative
weak;snarl;"noun stemmed1=n";negative
weak;snarl;"verb stemmed1=y";negative
weak;snatch;"verb stemmed1=y";negative
weak;sneak;"noun stemmed1=n";negative
weak;sneak;"verb stemmed1=y";negative
weak;sneakily;"adverb stemmed1=n";negative
weak;sneaky;"adj stemmed1=n";negative
strong;sneer;"noun stemmed1=n";negative
strong;sneer;"verb stemmed1=y";negative
strong;sneering;"anypos stemmed1=n";negative
strong;sneeringly;"anypos stemmed1=n";negative
strong;snub;"verb stemmed1=y";negative
weak;so;"anypos stemmed1=y";neutral
strong;so-cal;"adj stemmed1=n";negative
strong;so-called;"anypos stemmed1=n";negative
strong;sob;"verb stemmed1=y";negative
strong;sober;"adj stemmed1=n";negative
weak;sober;"verb stemmed1=y";negative
strong;sobering;"adj stemmed1=n";negative
strong;sociable;"adj stemmed1=n";positive
weak;soft-spoken;"adj stemmed1=n";positive
strong;soften;"adj stemmed1=n";positive
strong;soften;"noun stemmed1=n";positive
strong;soften;"verb stemmed1=y";positive
strong;solace;"verb stemmed1=y";positive
weak;solemn;"adj stemmed1=n";negative
weak;solemn;"noun stemmed1=n";negative
strong;solicitous;"anypos stemmed1=n";positive
strong;solicitously;"anypos stemmed1=n";positive
strong;solicitude;"noun stemmed1=n";positive
weak;solid;"adj stemmed1=n";positive
weak;solid;"noun stemmed1=n";positive
strong;solidarity;"adj stemmed1=n";positive
strong;solidarity;"noun stemmed1=n";positive
strong;soliloquize;"verb stemmed1=y";neutral
strong;somber;"adj stemmed1=n";negative
strong;soothe;"verb stemmed1=y";positive
strong;soothingly;"anypos stemmed1=n";positive
strong;sophisticated;"adj stemmed1=n";positive
strong;sore;"adj stemmed1=n";negative
strong;sore;"noun stemmed1=n";negative
strong;sorely;"anypos stemmed1=n";negative
weak;soreness;"noun stemmed1=n";negative
strong;sorrow;"noun stemmed1=n";negative
weak;sorrow;"verb stemmed1=y";negative
strong;sorrowful;"anypos stemmed1=n";negative
strong;sorrowfully;"anypos stemmed1=n";negative
strong;sorry;"adj stemmed1=n";negative
weak;sound;"adj stemmed1=n";positive
weak;sounding;"anypos stemmed1=n";negative
weak;soundness;"noun stemmed1=n";positive
weak;sour;"adj stemmed1=n";negative
weak;sourly;"adj stemmed1=n";negative
weak;sovereignty;"adj stemmed1=n";neutral
weak;sovereignty;"noun stemmed1=n";neutral
weak;spacious;"adj stemmed1=n";positive
strong;spade;"adj stemmed1=n";negative
strong;spade;"noun stemmed1=n";negative
strong;spank;"verb stemmed1=y";negative
weak;spare;"verb stemmed1=y";positive
weak;sparing;"adj stemmed1=n";positive
weak;sparingly;"adverb stemmed1=n";positive
strong;sparkle;"anypos stemmed1=y";positive
weak;sparkling;"adj stemmed1=n";positive
weak;specific;"adj stemmed1=n";neutral
weak;specifically;"anypos stemmed1=n";neutral
weak;special;"adj stemmed1=n";positive
strong;spectacular;"adj stemmed1=n";positive
strong;spectacularly;"anypos stemmed1=n";positive
weak;speculate;"verb stemmed1=y";neutral
weak;speculation;"adj stemmed1=n";neutral
weak;speculation;"noun stemmed1=n";neutral
weak;speedy;"adj stemmed1=n";positive
strong;spellbind;"verb stemmed1=y";positive
strong;spellbinding;"anypos stemmed1=n";positive
strong;spellbindingly;"anypos stemmed1=n";positive
strong;spellbound;"verb stemmed1=y";positive
strong;spilling;"adj stemmed1=n";negative
strong;spilling;"noun stemmed1=n";negative
weak;spinster;"noun stemmed1=n";negative
weak;spirit;"adj stemmed1=n";positive
weak;spirit;"noun stemmed1=n";positive
weak;spirited;"adj stemmed1=n";positive
strong;spiritless;"adj stemmed1=n";negative
strong;spiritual;"adj stemmed1=n";positive
strong;spiritual;"noun stemmed1=n";positive
strong;spite;"noun stemmed1=n";negative
strong;spiteful;"adj stemmed1=n";negative
strong;spitefully;"anypos stemmed1=n";negative
strong;spitefulness;"noun stemmed1=n";negative
strong;splayed-finger;"adj stemmed1=n";neutral
strong;splayed-finger;"noun stemmed1=n";neutral
strong;splendid;"adj stemmed1=n";positive
strong;splendidly;"anypos stemmed1=n";positive
strong;splendor;"noun stemmed1=n";positive
weak;split;"noun stemmed1=n";negative
weak;split;"verb stemmed1=y";negative
weak;splitting;"adj stemmed1=n";negative
strong;spoil;"verb stemmed1=y";negative
strong;spook;"verb stemmed1=y";negative
strong;spookier;"adj stemmed1=n";negative
strong;spookiest;"adj stemmed1=n";negative
strong;spookily;"anypos stemmed1=n";negative
strong;spooky;"adj stemmed1=n";negative
strong;spooky;"anypos stemmed1=n";negative
strong;spoon-fed;"anypos stemmed1=n";negative
strong;spoon-feed;"verb stemmed1=y";negative
strong;spoonfed;"anypos stemmed1=n";negative
weak;sporadic;"adj stemmed1=n";negative
weak;spot;"adj stemmed1=n";negative
strong;spotless;"adj stemmed1=n";positive
weak;spotty;"adj stemmed1=n";negative
strong;sprightly;"adj stemmed1=n";positive
strong;spur;"verb stemmed1=y";positive
strong;spurious;"adj stemmed1=n";negative
strong;spurn;"verb stemmed1=y";negative
strong;sputter;"verb stemmed1=y";negative
strong;squabble;"verb stemmed1=y";negative
strong;squabbling;"anypos stemmed1=n";negative
strong;squander;"verb stemmed1=y";negative
strong;squarely;"adj stemmed1=n";positive
strong;squash;"verb stemmed1=y";negative
strong;squirm;"verb stemmed1=y";negative
weak;stab;"verb stemmed1=y";negative
weak;stability;"adj stemmed1=n";positive
weak;stability;"noun stemmed1=n";positive
weak;stabilize;"verb stemmed1=y";positive
weak;stable;"adj stemmed1=n";positive
weak;stable;"noun stemmed1=n";positive
weak;stagger;"verb stemmed1=y";negative
strong;staggering;"adj stemmed1=n";negative
strong;staggeringly;"anypos stemmed1=n";negative
weak;stagnant;"adj stemmed1=n";negative
strong;stagnate;"verb stemmed1=y";negative
strong;stagnation;"noun stemmed1=n";negative
strong;staid;"adj stemmed1=n";negative
weak;stain;"verb stemmed1=y";negative
weak;stainless;"adj stemmed1=n";positive
weak;stake;"adj stemmed1=n";negative
weak;stake;"noun stemmed1=n";negative
strong;stale;"adj stemmed1=n";negative
strong;stalemate;"noun stemmed1=n";negative
strong;stammer;"verb stemmed1=y";negative
weak;stampede;"adj stemmed1=n";negative
weak;stampede;"noun stemmed1=n";negative
weak;stance;"adj stemmed1=n";neutral
weak;stance;"noun stemmed1=n";neutral
weak;stances;"adj stemmed1=n";neutral
weak;stances;"noun stemmed1=n";neutral
weak;stand;"verb stemmed1=y";positive
weak;stands;"adj stemmed1=n";neutral
weak;stands;"noun stemmed1=n";neutral
strong;standstill;"noun stemmed1=n";negative
strong;star;"adj stemmed1=n";positive
strong;star;"noun stemmed1=n";positive
strong;stark;"adj stemmed1=n";negative
strong;starkly;"anypos stemmed1=n";negative
strong;stars;"adj stemmed1=n";positive
strong;stars;"noun stemmed1=n";positive
strong;startle;"verb stemmed1=y";negative
strong;startling;"anypos stemmed1=n";negative
strong;startlingly;"anypos stemmed1=n";negative
weak;starvation;"noun stemmed1=n";negative
weak;starve;"verb stemmed1=y";negative
strong;stately;"adj stemmed1=n";positive
weak;statements;"adj stemmed1=n";neutral
weak;statements;"noun stemmed1=n";neutral
weak;static;"adj stemmed1=n";negative
strong;statuesque;"adj stemmed1=n";positive
strong;staunch;"adj stemmed1=n";positive
strong;staunchly;"anypos stemmed1=n";positive
strong;staunchness;"noun stemmed1=n";positive
strong;steadfast;"adj stemmed1=n";positive
strong;steadfastly;"adverb stemmed1=n";positive
strong;steadfastness;"noun stemmed1=n";positive
weak;steadiness;"noun stemmed1=n";positive
weak;steady;"adj stemmed1=n";positive
weak;steal;"verb stemmed1=y";negative
weak;stealing;"noun stemmed1=n";negative
weak;steep;"adj stemmed1=n";negative
weak;steeply;"adverb stemmed1=n";negative
strong;stellar;"adj stemmed1=n";positive
strong;stellarly;"anypos stemmed1=n";positive
strong;stench;"anypos stemmed1=n";negative
strong;stereotype;"noun stemmed1=n";negative
strong;stereotypical;"anypos stemmed1=n";negative
strong;stereotypically;"anypos stemmed1=n";negative
strong;stern;"adj stemmed1=n";negative
strong;stern;"noun stemmed1=n";negative
strong;stew;"verb stemmed1=y";negative
weak;sticky;"adj stemmed1=n";negative
weak;stiff;"adj stemmed1=n";negative
strong;stifle;"verb stemmed1=y";negative
strong;stifling;"anypos stemmed1=n";negative
strong;stiflingly;"anypos stemmed1=n";negative
strong;stigma;"noun stemmed1=n";negative
strong;stigma;"verb stemmed1=y";negative
strong;stigmatize;"verb stemmed1=y";negative
weak;still;"anypos stemmed1=y";neutral
weak;stimulate;"verb stemmed1=y";positive
strong;stimulating;"anypos stemmed1=n";positive
weak;stimulative;"adj stemmed1=n";positive
strong;sting;"adj stemmed1=n";negative
weak;sting;"noun stemmed1=n";negative
weak;sting;"verb stemmed1=y";negative
strong;stinging;"adj stemmed1=n";negative
strong;stingingly;"adj stemmed1=n";negative
strong;stink;"noun stemmed1=n";negative
strong;stink;"verb stemmed1=y";negative
strong;stinking;"anypos stemmed1=n";negative
strong;stir;"adj stemmed1=n";neutral
strong;stir;"noun stemmed1=n";neutral
weak;stir;"verb stemmed1=y";neutral
strong;stirring;"adj stemmed1=n";positive
strong;stirringly;"anypos stemmed1=n";positive
strong;stodgy;"adj stemmed1=n";negative
weak;stole;"verb stemmed1=n";negative
weak;stolen;"adj stemmed1=n";negative
weak;stolen;"verb stemmed1=n";negative
weak;stood;"verb stemmed1=y";positive
strong;stooge;"anypos stemmed1=n";negative
strong;stooges;"adj stemmed1=n";negative
strong;stooges;"noun stemmed1=n";negative
weak;storm;"verb stemmed1=y";negative
weak;stormy;"adj stemmed1=n";negative
weak;straggle;"verb stemmed1=y";negative
weak;straggler;"noun stemmed1=n";negative
weak;straight;"adj stemmed1=n";positive
strong;straightforward;"adj stemmed1=n";positive
weak;strain;"noun stemmed1=n";negative
weak;strain;"verb stemmed1=y";negative
weak;strained;"adj stemmed1=n";negative
strong;strange;"adj stemmed1=n";negative
strong;strange;"anypos stemmed1=y";negative
strong;strangely;"anypos stemmed1=y";negative
strong;stranger;"anypos stemmed1=y";negative
strong;strangest;"anypos stemmed1=y";negative
weak;strangle;"verb stemmed1=y";negative
weak;streamlined;"adj stemmed1=n";positive
weak;strength;"adj stemmed1=n";neutral
weak;strength;"noun stemmed1=n";neutral
weak;strenuous;"adj stemmed1=n";negative
strong;stress;"noun stemmed1=n";negative
strong;stress;"verb stemmed1=y";negative
strong;stressful;"adj stemmed1=n";negative
strong;stressfully;"adverb stemmed1=n";negative
strong;stricken;"adj stemmed1=n";negative
strong;strict;"adj stemmed1=n";negative
strong;strictly;"adverb stemmed1=n";negative
strong;stride;"adj stemmed1=n";positive
strong;stride;"noun stemmed1=n";positive
strong;strident;"adj stemmed1=n";negative
strong;stridently;"adverb stemmed1=n";negative
weak;strides;"adj stemmed1=n";positive
weak;strides;"noun stemmed1=n";positive
strong;strife;"noun stemmed1=n";negative
weak;strike;"verb stemmed1=y";negative
strong;striking;"adj stemmed1=n";positive
strong;strikingly;"anypos stemmed1=n";positive
weak;stringent;"adj stemmed1=n";negative
weak;stringently;"adverb stemmed1=n";negative mpqapolarity=strongneg
strong;striving;"adj stemmed1=n";positive
strong;striving;"noun stemmed1=n";positive
weak;strong;"adj stemmed1=n";positive
weak;stronger-than-expected;"adj stemmed1=n";neutral
weak;struck;"verb stemmed1=y";negative
strong;struggle;"adj stemmed1=n";negative
strong;struggle;"noun stemmed1=n";negative
strong;strut;"verb stemmed1=y";negative
strong;stubborn;"adj stemmed1=n";negative
strong;stubbornly;"adverb stemmed1=n";negative
strong;stubbornness;"noun stemmed1=n";negative
strong;studious;"adj stemmed1=n";positive
strong;studiously;"adverb stemmed1=n";positive
weak;stuffed;"adj stemmed1=n";neutral
strong;stuffy;"adj stemmed1=n";negative
weak;stumble;"anypos stemmed1=y";negative
weak;stump;"verb stemmed1=y";negative
weak;stun;"verb stemmed1=y";negative
strong;stunned;"adj stemmed1=n";positive
strong;stunning;"adj stemmed1=n";positive
strong;stunningly;"anypos stemmed1=n";positive
weak;stunt;"noun stemmed1=n";negative
weak;stunted;"adj stemmed1=n";negative
weak;stupefy;"verb stemmed1=y";neutral
strong;stupendous;"adj stemmed1=n";positive
strong;stupendously;"anypos stemmed1=n";positive
strong;stupid;"anypos stemmed1=n";negative
strong;stupidity;"noun stemmed1=n";negative
strong;stupidly;"anypos stemmed1=n";negative
strong;stupified;"adj stemmed1=n";negative
strong;stupify;"verb stemmed1=y";negative
strong;stupor;"noun stemmed1=n";negative
weak;sturdy;"adj stemmed1=n";positive
strong;sty;"adj stemmed1=n";negative
strong;sty;"noun stemmed1=n";negative
strong;stylish;"adj stemmed1=n";positive
strong;stylishly;"adverb stemmed1=n";positive
strong;suave;"adj stemmed1=n";positive
weak;subdued;"adj stemmed1=n";negative
weak;subjected;"anypos stemmed1=n";negative
weak;subjection;"noun stemmed1=n";negative
strong;subjugate;"noun stemmed1=n";negative
strong;subjugate;"verb stemmed1=y";negative
strong;subjugation;"noun stemmed1=n";negative
strong;sublime;"adj stemmed1=n";positive
weak;submissive;"adj stemmed1=n";negative
weak;subordinate;"adj stemmed1=n";negative
weak;subordinate;"noun stemmed1=n";negative
weak;subscribe;"verb stemmed1=y";positive
strong;subservience;"noun stemmed1=n";negative
strong;subservient;"adj stemmed1=n";negative
weak;subside;"verb stemmed1=y";negative
weak;substandard;"adj stemmed1=n";negative
weak;substantial;"adj stemmed1=n";positive
weak;substantially;"adverb stemmed1=n";positive
weak;substantive;"adj stemmed1=n";positive
weak;subtle;"adj stemmed1=n";positive
weak;subtract;"verb stemmed1=y";negative
weak;subversion;"noun stemmed1=n";negative
weak;subversive;"adj stemmed1=n";negative
weak;subversively;"adverb stemmed1=n";negative
weak;subvert;"verb stemmed1=y";negative
weak;succeed;"verb stemmed1=y";positive
weak;success;"adj stemmed1=n";positive
weak;success;"noun stemmed1=n";positive
weak;successful;"adj stemmed1=n";positive
weak;successfully;"adverb stemmed1=n";positive
strong;succumb;"verb stemmed1=y";negative
weak;such;"anypos stemmed1=y";neutral
strong;sucker;"noun stemmed1=n";negative
weak;suffer;"verb stemmed1=y";negative
strong;sufferer;"noun stemmed1=n";negative
strong;sufferers;"adj stemmed1=n";negative
strong;sufferers;"noun stemmed1=n";negative
strong;suffering;"adj stemmed1=n";negative
strong;suffering;"noun stemmed1=n";negative
weak;suffice;"verb stemmed1=y";positive
weak;sufficient;"adj stemmed1=n";positive
weak;sufficiently;"adverb stemmed1=n";positive
strong;suffocate;"verb stemmed1=y";negative
strong;sugar-coat;"verb stemmed1=y";negative
strong;sugar-coated;"anypos stemmed1=n";negative
strong;sugarcoated;"anypos stemmed1=n";negative
weak;suggest;"anypos stemmed1=y";positive
weak;suggestions;"adj stemmed1=n";positive
weak;suggestions;"noun stemmed1=n";positive
weak;suicidal;"adj stemmed1=n";negative
weak;suicide;"noun stemmed1=n";negative
weak;suit;"verb stemmed1=y";positive
weak;suitable;"adj stemmed1=n";positive
strong;sulk;"verb stemmed1=y";negative
strong;sullen;"adj stemmed1=n";negative
strong;sully;"verb stemmed1=y";negative
strong;sumptuous;"adj stemmed1=n";positive
strong;sumptuously;"adverb stemmed1=n";positive
strong;sumptuousness;"noun stemmed1=n";positive
strong;sunder;"verb stemmed1=y";negative
weak;sunny;"adj stemmed1=n";positive
strong;super;"anypos stemmed1=n";positive
strong;superb;"anypos stemmed1=n";positive
strong;superbly;"anypos stemmed1=n";positive
strong;superficial;"adj stemmed1=n";negative
strong;superficial;"noun stemmed1=n";negative
strong;superficiality;"noun stemmed1=n";negative
strong;superficially;"adverb stemmed1=n";negative
strong;superfluous;"adj stemmed1=n";negative
weak;superior;"adj stemmed1=n";positive
strong;superiority;"adj stemmed1=n";negative
strong;superiority;"noun stemmed1=n";negative
strong;superlative;"adj stemmed1=n";positive
strong;superstition;"noun stemmed1=n";negative
strong;superstitious;"noun stemmed1=n";negative
strong;support;"adj stemmed1=n";positive
strong;support;"noun stemmed1=n";positive
weak;support;"verb stemmed1=y";positive
strong;supporter;"adj stemmed1=n";positive
strong;supporter;"noun stemmed1=n";positive
strong;supportive;"adj stemmed1=n";positive
strong;supportive;"noun stemmed1=n";positive
strong;suppose;"verb stemmed1=y";neutral
weak;supposed;"anypos stemmed1=y";negative
strong;supposing;"anypos stemmed1=n";neutral
weak;suppress;"verb stemmed1=y";negative
weak;suppression;"adj stemmed1=n";negative
weak;suppression;"noun stemmed1=n";negative
strong;supremacy;"adj stemmed1=n";negative
strong;supremacy;"noun stemmed1=n";negative
strong;supreme;"adj stemmed1=n";positive
strong;supremely;"adverb stemmed1=n";positive
strong;supurb;"adj stemmed1=n";positive
strong;supurbly;"anypos stemmed1=n";positive
strong;sure;"anypos stemmed1=n";positive
strong;surely;"anypos stemmed1=y";positive
strong;surge;"noun stemmed1=n";positive
strong;surging;"adj stemmed1=n";positive
strong;surmise;"verb stemmed1=y";positive
strong;surmount;"verb stemmed1=y";positive
strong;surpass;"verb stemmed1=y";positive
strong;surprise;"adj stemmed1=n";neutral
strong;surprise;"noun stemmed1=n";neutral
strong;surprise;"verb stemmed1=y";neutral
strong;surprising;"anypos stemmed1=y";neutral
strong;surprisingly;"anypos stemmed1=y";neutral
weak;surrender;"adj stemmed1=n";negative
weak;surrender;"noun stemmed1=n";negative
weak;survival;"noun stemmed1=n";positive
weak;survive;"verb stemmed1=y";positive
weak;survivor;"noun stemmed1=n";positive
weak;susceptible;"adj stemmed1=n";negative
weak;suspect;"adj stemmed1=n";negative
weak;suspect;"noun stemmed1=n";negative
weak;suspicion;"adj stemmed1=n";negative
weak;suspicion;"noun stemmed1=n";negative
strong;suspicions;"adj stemmed1=n";negative
strong;suspicions;"noun stemmed1=n";negative
strong;suspicious;"adj stemmed1=n";negative
strong;suspicious;"anypos stemmed1=n";negative
strong;suspicious;"anypos stemmed1=y";negative
strong;suspiciously;"anypos stemmed1=n";negative
weak;sustainability;"adj stemmed1=n";positive
weak;sustainability;"noun stemmed1=n";positive
weak;sustainable;"adj stemmed1=n";positive
weak;sustainable;"noun stemmed1=n";positive
weak;sustained;"adj stemmed1=n";positive
strong;swagger;"verb stemmed1=y";negative
strong;swamped;"anypos stemmed1=n";negative
strong;swear;"verb stemmed1=n";negative
strong;sweeping;"adj stemmed1=n";positive
weak;sweet;"adj stemmed1=n";positive
weak;sweeten;"verb stemmed1=y";positive
weak;sweetheart;"noun stemmed1=n";positive
weak;sweetly;"adverb stemmed1=n";positive
weak;sweetness;"noun stemmed1=n";positive
weak;swift;"adj stemmed1=n";positive
weak;swiftness;"noun stemmed1=n";positive
strong;swindle;"verb stemmed1=y";negative
weak;swing;"adj stemmed1=n";neutral
weak;swing;"noun stemmed1=n";neutral
strong;swipe;"adj stemmed1=n";negative
strong;swipe;"noun stemmed1=n";negative
weak;swoon;"verb stemmed1=y";negative
strong;swore;"verb stemmed1=n";negative
strong;sworn;"adj stemmed1=n";positive
strong;sympathetic;"adj stemmed1=n";negative
strong;sympathetic;"noun stemmed1=n";negative
strong;sympathetically;"anypos stemmed1=n";negative
strong;sympathies;"adj stemmed1=n";negative
strong;sympathies;"noun stemmed1=n";negative
strong;sympathize;"verb stemmed1=y";negative
strong;sympathy;"adj stemmed1=n";negative
strong;sympathy;"noun stemmed1=n";negative
weak;symptom;"noun stemmed1=n";negative
weak;syndrome;"adj stemmed1=n";negative
weak;syndrome;"noun stemmed1=n";negative
weak;systematic;"adj stemmed1=n";neutral
strong;taboo;"adj stemmed1=n";negative
strong;taboo;"noun stemmed1=n";negative
strong;tact;"noun stemmed1=n";positive
strong;taint;"verb stemmed1=y";negative
strong;tainted;"anypos stemmed1=n";negative
weak;tale;"adj stemmed1=n";neutral
weak;tale;"noun stemmed1=n";neutral
strong;talent;"adj stemmed1=n";positive
strong;talent;"noun stemmed1=n";positive
strong;talented;"adj stemmed1=n";positive
weak;tall;"adj stemmed1=n";neutral
weak;tamper;"verb stemmed1=y";negative
weak;tangled;"adj stemmed1=n";negative
weak;tantalize;"verb stemmed1=y";positive
strong;tantalizing;"anypos stemmed1=n";positive
strong;tantalizingly;"anypos stemmed1=n";positive
strong;tantamount;"anypos stemmed1=n";neutral
strong;tantrum;"noun stemmed1=n";negative
weak;tardy;"adj stemmed1=n";negative
weak;tarnish;"verb stemmed1=y";negative
weak;taste;"noun stemmed1=n";positive
weak;taste;"verb stemmed1=y";neutral
strong;tattered;"anypos stemmed1=n";negative
strong;taunt;"noun stemmed1=n";negative
strong;taunt;"verb stemmed1=y";negative
strong;taunting;"anypos stemmed1=n";negative
strong;tauntingly;"anypos stemmed1=n";negative
strong;taunts;"noun stemmed1=n";negative
strong;tawdry;"adj stemmed1=n";negative
weak;tease;"verb stemmed1=y";negative
strong;teasingly;"anypos stemmed1=n";negative
weak;taxing;"anypos stemmed1=n";negative
strong;tedious;"adj stemmed1=n";negative
strong;tediously;"adverb stemmed1=n";negative
strong;temerity;"noun stemmed1=n";negative
strong;temper;"noun stemmed1=n";negative
weak;temper;"verb stemmed1=y";negative
weak;temperance;"noun stemmed1=n";positive
weak;temperate;"adj stemmed1=n";positive
weak;tempest;"noun stemmed1=n";negative
strong;tempt;"verb stemmed1=y";positive
strong;temptation;"noun stemmed1=n";negative
strong;tempting;"anypos stemmed1=y";positive
strong;temptingly;"anypos stemmed1=y";positive
strong;tenacious;"adj stemmed1=n";positive
strong;tenaciously;"anypos stemmed1=n";positive
strong;tenacity;"noun stemmed1=n";positive
weak;tendency;"adj stemmed1=n";neutral
weak;tendency;"noun stemmed1=n";neutral
weak;tender;"adj stemmed1=n";positive
weak;tenderly;"adverb stemmed1=n";positive
weak;tenderness;"noun stemmed1=n";positive
weak;tense;"adj stemmed1=n";negative
weak;tension;"adj stemmed1=n";negative
weak;tension;"noun stemmed1=n";negative
weak;tentative;"adj stemmed1=n";negative
weak;tentatively;"adverb stemmed1=n";negative
weak;tenuous;"adj stemmed1=n";negative
weak;tenuously;"adverb stemmed1=n";negative
weak;tepid;"adj stemmed1=n";negative
strong;terrible;"adj stemmed1=n";negative
strong;terrible;"anypos stemmed1=y";negative
strong;terribleness;"noun stemmed1=n";negative
strong;terribly;"anypos stemmed1=n";negative
strong;terrific;"adj stemmed1=n";positive
strong;terrific;"anypos stemmed1=y";positive
strong;terrifically;"anypos stemmed1=n";positive
strong;terrified;"adj stemmed1=n";positive
strong;terrify;"verb stemmed1=y";positive
strong;terrifying;"adj stemmed1=n";positive
strong;terrifying;"anypos stemmed1=n";positive
strong;terrifyingly;"anypos stemmed1=n";positive
strong;terror;"noun stemmed1=n";negative
strong;terror-genic;"adj stemmed1=n";negative
strong;terror-genic;"noun stemmed1=n";negative
weak;terrorism;"noun stemmed1=n";negative
strong;terrorize;"verb stemmed1=y";negative
strong;thank;"verb stemmed1=y";positive
strong;thankful;"anypos stemmed1=n";positive
strong;thankfully;"anypos stemmed1=n";positive
strong;thankless;"anypos stemmed1=n";negative
strong;theoretize;"verb stemmed1=y";neutral
strong;therefore;"anypos stemmed1=y";neutral
strong;think;"verb stemmed1=y";neutral
strong;thinkable;"adj stemmed1=n";positive
strong;thinkable;"noun stemmed1=n";positive
strong;thinking;"adj stemmed1=n";neutral
